,"Author: Nagamachi, Cleusa Yoshiko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Karyotypic and morphological divergence between two cryptic species of Eigenmannia in the Amazon basin with a new occurrence of XX/XY sex chromosomes (Gymnotiformes: Sternopygidae)",16796225,"Neotropical Ichthyology","13","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,1,1,0,0,9,0,9
2015,"Phylogenetic reconstruction by cross-species chromosome painting and G-banding in four species of Phyllostomini tribe (Chiroptera, Phyllostomidae) in the Brazilian Amazon: An independent evidence for monophyly",19326203,"PLoS ONE","10","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,0,2,0,1,0,0,15,0,15
2015,"X1X1X2X2/X1X2 Y sex chromosome systems in the Neotropical Gymnotiformes electric fish of the genus Brachyhypopomus",14154757,"Genetics and Molecular Biology","38","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,2,0,0,8,0,8
2014,"Chromosomal diversity in three species of electric fish (Apteronotidae, Gymnotiformes) from the Amazon Basin",14154757,"Genetics and Molecular Biology","37","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,1,1,1,0,9,0,9
2014,"Cytogenetics of the Brazilian Bolitoglossa paraensis (Unterstein, 1930) salamanders (Caudata, Plethodontidae)",14154757,"Genetics and Molecular Biology","37","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2014,"FISH in micronucleus test demonstrates aneugenic action of rotenone in a common freshwater fish species, Nile tilapia (Oreochromis niloticus)",02678357,"Mutagenesis","29","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,0,1,1,3,2,1,19,0,19
2013,"Chromosome painting reveals multiple rearrangements between gymnotus capanema and gymnotus carapo (gymnotidae, gymnotiformes)",14248581,"Cytogenetic and Genome Research","141","2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,3,0,0,1,0,9,0,9
2013,"Chromosome evolution in dendropsophini (amphibia, anura, hylinae)",14248581,"Cytogenetic and Genome Research","141","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,4,4,3,4,3,3,2,1,1,38,0,38
2013,"Profile of micronucleus frequencies and nuclear abnormalities in different species of electric fishes (Gymnotiformes) from the Eastern Amazon",14154757,"Genetics and Molecular Biology","36","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,2,1,1,1,0,1,0,12,0,12
2013,"A phylogenetic analysis using multidirectional chromosome painting of three species (Uroderma magnirostrum, U. bilobatum and Artibeus obscurus) of subfamily Stenodermatinae (Chiroptera-Phyllostomidae)",09673849,"Chromosome Research","21","4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,1,4,1,0,2,0,3,1,0,24,0,24
2013,"FISH with whole chromosome and telomeric probes demonstrates huge karyotypic reorganization with ITS between two species of Oryzomyini (Sigmodontinae, Rodentia): Hylaeamys megacephalus probes on Cerradomys langguthi karyotype",09673849,"Chromosome Research","21","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,1,7,3,4,1,1,1,1,35,0,35
2013,"Proechimys (Rodentia, Echimyidae): Characterization and taxonomic considerations of a form with a very low diploid number and a multiple sex chromosome system",14712156,"BMC Genetics","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,1,2,0,3,1,0,18,0,18
2013,"Are NORs Always Located on Homeologous Chromosomes? A FISH Investigation with rDNA and Whole Chromosome Probes in Gymnotus Fishes (Gymnotiformes)",19326203,"PLoS ONE","8","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,1,2,3,1,3,3,0,0,4,0,29,0,29
2013,"Two new cytotypes reinforce that Micronycteris hirsuta Peters, 1869 does not represent a monotypic taxon.",14712156,"BMC genetics","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,2,2,1,0,0,0,0,15,0,15
2013,"Karyotypic similarities between two species of Rhamphichthys (Rhamphichthyidae, Gymnotiformes) from the Amazon basin",19930771,"Comparative Cytogenetics","7","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,1,0,0,9,0,9
2013,"Comparative cytogenetics of two species of genus scobinancistrus (Siluriformes, Loricariidae, Ancistrini) from the Xingu river, Brazil",19930771,"Comparative Cytogenetics","7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,2,3,0,0,0,1,0,1,0,17,0,17
2012,"Genetic and morphological variability in South American rodent Oecomys (Sigmodontinae, Rodentia): Evidence for a complex of species",00221333,"Journal of Genetics","91","3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,1,3,3,1,2,0,3,0,26,0,26
2012,"B chromosomes in the tree frog Hypsiboas albopunctatus (Anura: Hylidae)",00180831,"Herpetologica","68","4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,1,2,1,2,0,1,1,16,0,16
2012,"Chromosomal and electric signal diversity in three sympatric electric knifefish species (Gymnotus, Gymnotidae) from the Central Amazon Floodplain",09603166,"Reviews in Fish Biology and Fisheries","22","2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,2,1,0,0,1,0,0,2,0,19,0,19
2012,"Gymnotus capanema, a new species of electric knife fish (Gymnotiformes, Gymnotidae) from eastern Amazonia, with comments on an unusual karyotype",00221112,"Journal of Fish Biology","80","4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,2,3,0,3,1,1,1,3,0,26,0,26
2012,"Karyotypic variation in Rhinophylla pumilio Peters, 1865 and comparative analysis with representatives of two subfamilies of Phyllostomidae (Chiroptera)",19930771,"Comparative Cytogenetics","6","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,0,1,0,0,0,2,0,1,13,0,13
2011,"Chromosomal characterization of two species of genus Steatogenys (Gymnotiformes: Rhamphichthyoidea: Steatogenini) from the Amazon basin: Sex chromosomes and correlations with Gymnotiformes phylogeny",09603166,"Reviews in Fish Biology and Fisheries","21","3",0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,0,1,1,0,1,1,0,21,0,21
2011,"Analysis of the heterochromatin of Cebus (Primates, Platyrrhini) by micro-FISH and banding pattern comparisons",00221333,"Journal of Genetics","90","1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,3,0,0,2,0,1,0,0,0,14,0,14
2011,"Genomic mapping of human chromosome paints on the threatened masked titi monkey (Callicebus personatus)",14248581,"Cytogenetic and Genome Research","133","1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,7,0,7
2011,"Chromosomal homologies among vampire bats revealed by chromosome painting (Phyllostomidae, Chiroptera)",14248581,"Cytogenetic and Genome Research","132","3",0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,3,2,0,3,1,0,1,2,1,2,0,22,0,22
2010,"Meiotic analysis of XX/XY and neo-XX/XY sex chromosomes in Phyllostomidae by cross-species chromosome painting revealing a common chromosome 15-XY rearrangement in Stenodermatinae",09673849,"Chromosome Research","18","6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,1,0,0,0,0,0,2,3,0,15,0,15
2010,"Chromosome phylogeny of the subfamily Pitheciinae (Platyrrhini, Primates) by classic cytogenetics and chromosome painting",14712148,"BMC Evolutionary Biology","10","1",0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,1,2,0,2,1,0,0,1,0,0,16,0,16
2010,"Correlation between argyrophilic nucleolar organizer region staining and brain tumor classification and grading",07357907,"Cancer Investigation","28","5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
2010,"Multiple rearrangements in cryptic species of electric knifefish, Gymnotus carapo (Gymnotidae, Gymnotiformes) revealed by chromosome painting",14712156,"BMC Genetics","11","",0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,6,2,1,4,2,1,3,3,0,1,1,1,44,0,44
2010,"Reciprocal chromosome painting between white hawk (Leucopternis albicollis) and chicken reveals extensive fusions and fissions during karyotype evolution of Accipitridae (Aves, Falconiformes)",09673849,"Chromosome Research","18","3",0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,6,1,3,8,2,10,4,0,1,1,1,2,49,0,49
2010,"Biogeographical karyotypic variation of Rhinophylla fischerae (Chiroptera: Phyllostomidae) suggests the occurrence of cryptic species",19930771,"Comparative Cytogenetics","4","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,0,0,11,0,11
2010,"Different cytotypes in fi shes of the genus Hypostomus Lcépède, 1803, (Siluriformes: Loricariidae) from Xingu river (Amazon region, Brazil)",19930771,"Comparative Cytogenetics","4","1",0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,1,0,1,3,1,0,1,0,1,1,1,21,0,21
2009,"Cytogenetic studies in Eigenmannia virescens (Sternopygidae, Gymnotiformes) and new inferences on the origin of sex chromosomes in the Eigenmannia genus",14712156,"BMC Genetics","10","",0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,6,1,5,4,0,1,1,1,1,2,1,0,35,0,35
2009,"Neo-XY body: An analysis of XY1Y2 meiotic behavior in Carollia (Chiroptera, Phyllostomidae) by chromosome painting",14248581,"Cytogenetic and Genome Research","124","1",0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,1,3,2,1,2,2,0,0,1,2,3,1,26,0,26
2009,"Comparative analysis of proliferative and genetic alterations in a primary chordoid meningioma and its recurrence using locus-specific probes and AgNOR",17912997,"Molecular Medicine Reports","2","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,3
2009,"Chromosomal analysis in Cathartidae: distribution of heterochromatic blocks and rDNA, and phylogenetic considerations.",00166707,"Genetica","135","3",0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,2,2,0,1,0,0,1,1,1,0,16,0,16
2008,"Comparative chromosome painting between chicken and spectacled owl (Pulsatrix perspicillata): Implications for chromosomal evolution in the Strigidae (Aves, Strigiformes)",14248581,"Cytogenetic and Genome Research","122","2",0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,2,2,0,4,2,1,0,1,0,0,22,0,22
2008,"A conserved karyotype of Sternopygus macrurus (Sternopygidae, Gymnotiformes) in the Amazon region: Differences from other hydrographic basins suggest cryptic speciation",09684328,"Micron","39","8",0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,3,0,3,0,1,0,1,2,1,1,1,1,24,0,24
2008,"Chromosomal evidence for a putative cryptic species in the Gymnotus carapo species-complex (Gymnotiformes, Gymnotidae)",14712156,"BMC Genetics","9","",0,0,0,0,0,0,0,0,0,1,2,7,6,8,5,6,2,4,4,2,3,5,5,0,0,3,2,65,0,65
2008,"Phylogenetic studies of the genus Cebus (Cebidae-Primates) using chromosome painting and G-banding",14712148,"BMC Evolutionary Biology","8","1",0,0,0,0,0,0,0,0,0,1,6,3,3,0,5,2,4,1,3,1,2,2,0,1,0,2,0,36,0,36
2008,"Cytogenetic studies in fishes of the genera Hassar, Platydoras and Opsodoras (Doradidae, Siluriformes) from Jarí and Xingú Rivers, Brazil",14154757,"Genetics and Molecular Biology","31","1 SUPPL. 1",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,4,1,1,3,3,2,1,2,0,2,26,0,26
2007,"Description of two new karyotypes and cytotaxonomic considerations on Falconiformes",01035657,"Revista Brasileira de Ornitologia","15","2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0,9,0,9
2007,"Differences in karyotype between two sympatric species of Gymnotus (Gymnotiformes: Gymnotidae) from the eastern amazon of Brazil",11755326,"Zootaxa","","1397",0,0,0,0,0,0,0,0,1,2,1,2,4,3,2,4,0,5,3,1,0,1,1,0,0,3,0,33,0,33
2006,"Natural selection and molecular evolution in primate PAX9 gene, a major determinant of tooth development",00278424,"Proceedings of the National Academy of Sciences of the United States of America","103","15",0,0,0,0,0,0,0,2,5,2,3,5,6,5,1,2,4,3,1,1,2,2,1,2,2,1,0,50,0,50
2006,"Genomic comparison in birds using chromosome-specific probes",01035657,"Revista Brasileira de Ornitologia","14","1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,6,0,6
2006,"Karyotypic study of callicebus coimbrai: A rare and threatened primate species from brazil",00087114,"Caryologia","59","3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
2006,"Cytogenetic analysis on pterophyllum scalare (perciformes, cichlidae) from jari river, pará state",00087114,"Caryologia","59","2",0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,10,0,10
2005,"Reciprocal chromosome painting between two South American bats: Carollia brevicauda and Phyllostomus hastatus (Phyllostomidae, Chiroptera)",09673849,"Chromosome Research","13","4",0,0,0,0,0,0,1,2,1,3,4,2,2,6,1,3,3,3,1,2,1,0,2,1,3,1,0,42,0,42
2005,"Phylogenetic inferences of Atelinae (Platyrrhini) based on multi-directional chromosome painting in Brachyteles arachnoides, Ateles paniscus paniscus and Ateles b. marginatus",14248581,"Cytogenetic and Genome Research","108","1-3",0,0,0,0,0,0,1,4,2,2,3,3,1,0,2,2,2,1,3,0,3,0,1,0,1,0,0,31,0,31
2005,"Comparative cytogenetic analysis in the species Uroderma magnirostrum and U. bilobatum (cytotype 2n = 42) (Phyllostomidae, Stenodermatinae) in the Brazilian Amazon",14154757,"Genetics and Molecular Biology","28","2",0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,2,1,0,0,0,0,1,0,0,1,0,13,0,13
2004,"A new karyotype of an endangered primate species (Callicebus personatus) from the Brazillian Atlantic forests",00180661,"Hereditas","140","2",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,5
2004,"Meiotic analyses of the sex chromosomes in Carolliinae-Phyllostomidae (Chiroptera): NOR separates the XY1Y2 into two independent parts",00087114,"Caryologia","57","1",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,1,0,0,1,0,0,1,0,11,0,11
2004,"Karyotypic analysis of Baryancistrus aff. niveatus(ancis-trinae, loricariidae) by C-banding, Ag-NOR, CMA3, DAPI and FISH",00087114,"Caryologia","57","3",0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,1,0,14,0,14
2003,"Chromosomal studies in Callicebus donacophilus pallescens, with classic and molecular cytogenetic approaches: Multicolour FISH using human and Saguinus oedipus painting probes",09673849,"Chromosome Research","11","4",0,0,0,1,4,4,3,0,2,1,3,3,1,0,1,0,0,2,0,0,2,0,0,1,0,0,0,28,0,28
2003,"Comparative cytogenetics of two phyllostomids bats. A new hypothesis to the origin of the rearranged X chromosome from Artibeus lituratus (Chiroptera, Phyllostomidae)",00087114,"Caryologia","56","4",0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,10,0,10
2003,"Cytogenetic analysis in species of the Subfamily Glossophaginae (Phyllostomidae, Chiroptera) supports a polyphyletic origin",00087114,"Caryologia","56","1",0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,4,0,1,0,1,0,0,0,0,0,0,13,0,13
2003,"Cytogenetic studies in Callicebus personatus nigrifrons (Platyrrhini, Primates)",00087114,"Caryologia","56","1",0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,8
2002,"The phylogeny of howler monkeys (Alouatta, Platyrrhini): Reconstruction by multicolor cross-species chromosome painting",09673849,"Chromosome Research","10","8",0,0,0,3,5,13,7,9,9,3,3,5,3,1,6,7,5,2,4,2,2,2,2,1,2,0,1,97,0,97
2001,"Restriction enzyme and fluorochrome banding analysis of the constitutive heterochromatin of Saguinus species (Callitrichidae, Primates)",00114529,"Cytobios","2001","408",0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2001,"Cytogenetic study of Callicebus hoffmannsii (Cebidae, Primates) and comparison with C. m. moloch",00114529,"Cytobios","2001","410",0,0,0,4,2,2,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,0,14
2001,"Cytogentic relations among the genera of the subfamily Pitheciinae (Cebidae, Primates)",00087114,"Caryologia","54","4",0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,0,7
2001,"Sex-autosome translocations: Meiotic behaviour suggests an inactivation block with permanence of autosomal gene activity in Phyllostomid bats",00087114,"Caryologia","54","3",0,0,0,0,2,0,1,0,0,2,2,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,14,0,14
2001,"Cytogenetic studies on Choeroniscus minor (Chiroptera, Phyllostomidae) from the Amazon region",00114529,"Cytobios","2001","409",0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5
2000,"Characterization of constitutive heterochromatin of Callithrix geoffroyi (Callitrichidae, Primates) by restriction enzymes and fluorochrome bands",00114529,"Cytobios","2000","398",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2000,"Chromosome comparison between two species of Phyllostomus (Chiroptera - Phyllostomidae) from Eastern Amazonia, with some phylogenetic insights",14154757,"Genetics and Molecular Biology","23","3",0,0,2,1,0,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,12,0,12
2000,"A new karyotype in Callicebus torquatus (Cebidae, Primates)",00180661,"Hereditas","133","1",0,1,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,0,10
1999,"Proposed chromosomal phylogeny for the South American primates of the Callitrichidae family (Platyrrhini)",02752565,"American Journal of Primatology","49","2",0,2,0,2,2,2,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,2,0,1,0,1,0,18,0,18
1998,"Analysis of constitutive heterochromatin of Aotus (Cebidae, Primates) by restriction enzyme and fluorochrome bands",09673849,"Chromosome Research","6","2",2,1,1,0,2,1,0,1,1,1,1,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,17,0,19
1997,"Chromosomal similarities and differences between tamarins, Leontopithecus and Saguinus (platyrrhini, primates)",02752565,"American Journal of Primatology","43","3",2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,1,1,0,16,0,18
1997,"Radiation and speciation of spider monkeys, genus Ateles, from the cytogenetic viewpoint",02752565,"American Journal of Primatology","42","3",2,2,2,1,2,4,0,1,0,1,1,1,0,1,0,1,2,1,3,0,0,0,1,1,0,0,0,25,0,27
1997,"Comparative chromosomal study of five taxa of genus callithrix, group jacchus (platyrrhini, primates)",02752565,"American Journal of Primatology","41","1",2,4,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,3,0,1,0,1,0,0,0,0,19,0,21
1996,"Chromosomal relationships and phylogenetic and clustering analyses on genus Callithrix, group argentata (Callitrichidae, Primates)",03010171,"Cytogenetics and Cell Genetics","72","4",6,1,1,1,0,2,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,12,0,18
1996,"Analysis of constitutive heterochromatin by fluorochromes and in situ digestion with restriction enzymes in species of the group Callithrix argentata (Callitrichidae, Primates)",03010171,"Cytogenetics and Cell Genetics","72","4",8,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,16
1994,"Karyotype of Callithrix mauesi (Callitrichidae, Primates) and its relations with those of C. emiliae and C. jacchus",02752565,"American Journal of Primatology","33","4",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
1993,"Aotus from the southwestern Amazon region is geographically and chromosomally intermediate between A. azarae boliviensis and A. infulatus",00328332,"Primates","34","2",5,2,0,0,0,3,0,0,2,1,0,3,1,0,0,0,1,1,1,1,0,3,1,0,0,0,0,20,0,25
1992,"Aotus vociferans ×Aotus nancymai: Sympatry without chromosomal hybridation",00328332,"Primates","33","2",4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,9,0,13
1992,"Karyotypic comparison among Cebuella pygmaea, Callithrix jacchus and C. emiliae (Callitrichidae, Primates) and its taxonomic implications",00166707,"Genetica","85","3",8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,9,0,17
1990,"Chromosomal evolution in Callithrix emiliae",00095915,"Chromosoma","99","6",15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,19
1990,"Cytogenetic study of Saguinus midas midas (Callthricidae, primata) from jari, Brazilian amazon region. Comparison with the karyotype of Saguinus midas niger",01008455,"Revista Brasileira de Genetica","13","1",8,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,14
1988,"Chromosome studies of Saguinus midas niger (Callithricidae, Primates) from Tucurui, Para, Brazil: Comparison with the karyotype of Callithrix jacchus",02752565,"American Journal of Primatology","14","3",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,7,0,18
1988,"Cytogenetic studies of Aotus from Eastern Amazonia. Y/Autosome rearrangement",02752565,"American Journal of Primatology","14","3",8,2,0,0,0,3,0,1,1,0,1,1,2,0,0,0,2,2,0,1,0,0,1,0,0,0,0,17,0,25
1984,"Cytogenetic studies of Callithrix jacchus (Callithricidae, Platyrrhini) from two different sites in Brazil. I. Morphologic variability of chromosome Y",01008455,"Brazilian Journal of Genetics","7","3",10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,14